%x,Curve1
0.74468,1.26616
0.84565,1.4116
0.933426,1.64259
1.06131,1.82224
1.27015,2.19011
1.4386,2.4981
1.51257,2.5751
1.66726,2.7462
1.77491,2.88308
1.94959,3.00285
2.09051,3.03707
2.25817,3.03707
2.42567,2.97719
2.57302,2.90019
2.7338,2.83175
2.86766,2.72909
3.01476,2.55798
3.18887,2.45532
3.32946,2.36122
3.48999,2.19867
3.6573,2.06179
3.79106,1.91635
3.90469,1.77091
4.1054,1.5827
4.18549,1.42871
4.3124,1.23194
4.42586,1.01806
4.50588,0.838403
