%x,Curve1
0.817794,4.95849
0.95163,4.82265
1.139,4.63743
1.29963,4.51405
1.4535,4.2916
1.62075,4.05679
1.77459,3.79719
1.92833,3.40138
2.10224,3.11707
2.25602,2.77079
2.42326,2.5236
2.55706,2.32585
2.71767,2.17771
2.90508,2.04202
3.0657,1.90626
3.22631,1.75811
3.38695,1.64711
3.55433,1.59804
3.68153,1.56125
3.84885,1.4255
4.01624,1.38882
4.17692,1.33973
4.3242,1.27822
4.51836,1.22923
