%x,Curve1
0.730877,5.15637
0.878147,5.08248
0.998632,5.00852
1.15255,4.86035
1.28637,4.69975
1.42018,4.52677
1.56061,4.25474
1.70104,3.95796
1.84817,3.68595
1.95518,3.48813
2.06215,3.24078
2.1892,2.96872
2.33635,2.72148
2.48349,2.46186
2.64404,2.22703
2.75109,2.09112
2.89158,1.89339
3.03881,1.75759
3.16596,1.63412
3.27302,1.52298
3.45378,1.44918
3.59433,1.33813
3.71484,1.31369
3.84203,1.25213
4.00944,1.24021
4.15009,1.27774
4.26399,1.36473
4.39132,1.51367
4.49192,1.73683
