% Model:              ellipsoidsi3n4.mph
% Version:            COMSOL 4.4.0.150
% Date:               Jun 7 2015, 12:29
% Dimension:          3
% Nodes:              1253
% Expressions:        1
% Description:        Temperature
% Length unit:        m
% x                       y                        z                        T (K)
-1.1497201833666035E-6    1.1026220437647302E-6    4.5898606488192634E-7    302.6855987578119
-7.280921980985937E-7     1.402141928509632E-6     0                        303.3730868252005
-9.213564526091685E-7     1.3272061367747838E-6    3.2079419632856464E-7    302.68143637473264
-7.203376505413819E-7     1.7473447209711087E-6    0                        300
-8.857891886405923E-7     1.6584335561129635E-6    2.695705480241967E-7     300
9.595040987270286E-7      -7.523579936359355E-7    2.475681840168577E-7     308.6956206976126
9.685744441591888E-7      -6.949061331016509E-7    0                        309.6335161260832
8.502931304169416E-7      -4.710248352335107E-7    0                        315.1192729453551
7.339554502439775E-7      -7.678925453816596E-7    1.934461810533257E-7     312.26582301550656
6.788555482387611E-7      -6.278363426315642E-7    0                        316.5540543250908
2.0761340798807687E-7     -6.705665489308034E-7    4.770277521582632E-7     320.347449670986
0                         -4.5547036510520365E-7   6.093567442123792E-7     325.97492953703926
1.9329769007385926E-8     -7.653731399576349E-7    6.012198249224178E-7     316.1148493930266
6.965990103838011E-9      -6.134412342437331E-7    8.7909247928786E-7       314.1466511072603
4.489361871690721E-7      -7.438324336227385E-7    3.115956116544034E-7     316.9680625876845
2.2018690506003956E-7     -5.104930701209064E-7    4.1486928340054346E-7    328.6656757019126
2.635782795011579E-7      -6.207532535179254E-7    7.552787334174807E-7     315.5339571195527
4.0437554539624536E-7     -4.525172317217742E-7    2.3679696710365326E-7    329.55921904803785
5.464053745795565E-7      -3.135939516754476E-7    0                        330.0060663074332
1.8261563239473386E-7     -3.715899629190404E-7    6.647751223649086E-7     325.8849973111873
7.183293412836459E-7      -4.994753662324674E-7    2.8445276288175854E-7    317.0450725682621
9.091145043576574E-7      -3.6498316048104494E-7   2.404904597394133E-7     314.24836264773984
5.753457258785733E-7      -2.1304434472670277E-7   2.003976788057336E-7     329.94464025160016
8.959785531988899E-7      -2.2451110286722856E-7   0                        316.6228122595284
1.2159573582457933E-6     -5.274196943993317E-7    2.423783645283021E-7     306.8392365664566
1.1904682948696746E-6     -4.2241711545095156E-7   0                        308.24490430470144
1.538610409969627E-6      -5.020171798984959E-7    0                        302.9038505126851
1.2640847392875123E-6     -8.228639228954428E-7    3.6943268010859574E-7    303.8963086086858
1.5017996173148076E-6     -6.520532567511481E-7    3.2387184080816166E-7    302.43785520225714
1.541451356291735E-6      -1.0151084216663278E-6   5.696858016126085E-7     300
1.7089740726789116E-6     -7.172658946612189E-7    5.182596070730477E-7     300
1.8546001637702988E-6     -3.6408547108274274E-7   0                        300
1.7949908087013916E-6     -5.635526755086338E-7    2.524521777782557E-7     300
1.8900000000000001E-6     0                        0                        300
1.5225878070678488E-6     -2.1265178695532305E-7   0                        303.9355956811728
1.8662245151341822E-6     -2.5133794478015576E-7   2.263298066687537E-7     300
3.2415884512279266E-8     -9.212394113377056E-7    1.980838028329422E-6     301.0511774319675
0                         -9.810960749563457E-7    2.2615744433478614E-6    300
1.3809197781450543E-6     -1.1242108865609997E-6   8.868869599765635E-7     300
1.2057945347115767E-6     -8.113877847096422E-7    7.027973217252934E-7     303.54033462430664
1.0961863492439128E-6     -1.035724379969666E-6    9.405393162201439E-7     302.1130404838461
3.985608090754223E-7      -1.0968322988402062E-6   1.6291970288219102E-6    301.5605720607637
2.4680850683843356E-7     -1.0162155257676363E-6   1.8687690373091501E-6    301.0813048209968
6.273071683860424E-7      -1.140379935848661E-6    1.918622908253304E-6     300
1.1708058793103608E-6     -1.1933984162533489E-6   1.234156826983641E-6     300
8.740886878732348E-7      -1.138310496987273E-6    1.7216688500504519E-6    300
8.126456549596239E-7      -1.0316148161125005E-6   1.4508845700993852E-6    301.5234996970148
1.0699805905670702E-6     -1.1040319736564952E-6   1.5389527856401635E-6    300
-3.717843605284912E-7     -1.1482385604316268E-7   9.052731914282012E-7     317.32480750366636
-2.412170233799642E-7     0                        8.147883902358797E-7     323.60840102565857
-1.7056619306284485E-7    -1.7056619306284485E-7   8.147883904631124E-7     323.3510647782396
-3.1890717677155735E-7    -3.353362671029906E-7    1.0698050915541747E-6    312.3297401678017
-2.1304434473857256E-7    5.753457258719575E-7     2.0039767881822805E-7    329.4697361469283
-1.9614665900549721E-7    8.489704511924682E-7     0                        318.2903399822061
0                         6.3E-7                   0                        329.81577664303
-9.810960749563457E-7     0                        2.2615744433478614E-6    300
-5.989390538512364E-7     -9.192917359584181E-8    2.182976025420537E-6     301.0059288732616
-6.865550824942762E-7     0                        2.4652493881151403E-6    300
3.2889777302532545E-7     -1.0875848026448255E-6   2.114456829030045E-6     300
1.061877579335345E-6      -9.175288044080856E-7    1.235348032146253E-6     301.8170263022858
8.697447269469882E-7      -9.043494837101054E-7    1.6603148741096111E-6    301.01291175748554
6.223077955330121E-7      -9.225443734196595E-7    1.643221423903069E-6     301.75881807196885
0                         -2.4121702337997267E-7   8.147883902358748E-7     323.4397583061827
-5.697596287200579E-8     -4.3870717167319695E-7   9.954591648358775E-7     314.18495064455243
-1.4654335337395126E-7    -2.2623599677140437E-7   1.0732509481212099E-6    314.0239346335202
-3.1975563890654622E-9    -6.946949408413564E-7    2.130947446460145E-6     301.0377583192458
0                         -6.865550824942762E-7    2.4652493881151403E-6    300
-2.9132748911214817E-7    -5.69105186580487E-7     2.4900123008053213E-6    300
-9.609864651836041E-8     -4.144934437011753E-7    2.264504407502846E-6     300.95734254826834
-3.135020715509268E-7     -2.1019174875044694E-7   2.27231669546201E-6      300.98157603019735
-2.50746694484774E-7      -2.50746694484774E-7     2.5990094830922493E-6    300
-4.640804987751899E-7     1.4588136487056414E-8    2.357371964409781E-6     300.58705822731883
-3.5460937544457115E-7    0                        2.5990094807887085E-6    300
-5.616299830919305E-7     9.250573078656833E-8     7.867816527155121E-7     317.1301560319716
-3.715899629207506E-7     1.8261563239361689E-7    6.647751223636365E-7     325.2709663518027
-7.128545430822311E-7     3.6134863864911764E-7    6.922128119824503E-7     313.88312866194957
-5.054898716658345E-7     4.529464153598226E-7     5.220226250778108E-7     320.29168584520096
-9.81675949962351E-7      1.27596093892295E-6      6.547441718161074E-7     302.0376207076877
-1.0168888560226088E-6    1.5402432665048485E-6    5.698666156107662E-7     300
-1.1700156336752467E-6    6.563407777672132E-7     1.4077328413711528E-6    301.5301996691544
-1.3426199055944568E-6    6.154269919457483E-7     1.6510039240125486E-6    300
-6.539272561186751E-7     1.5263652237833606E-7    2.175711419137004E-6     300.91345471937444
-9.70204822808076E-7      4.396122876760648E-7     1.656032777799426E-6     301.9272847430591
-1.0874182164491515E-6    3.290084692572836E-7     2.1145910000270466E-6    300
-8.911438780091566E-7     2.0636414320714672E-7    1.9983993694906747E-6    301.00445601706264
-1.0046803362059759E-6    3.030961253571633E-7     1.8443862269533185E-6    301.16377841113143
-1.1401088120940311E-6    6.272731742042562E-7     1.9189604770703692E-6    300
-1.1243814697743048E-6    1.3808186516188738E-6    8.86771716434637E-7      300
-9.839052911860322E-7     1.1342093611457077E-6    8.806167976533798E-7     302.3866807750767
-1.044247793317339E-6     8.608248701724676E-7     1.4234856315662367E-6    301.39590348709584
-1.138107338593604E-6     8.741327437612622E-7     1.7218882422975744E-6    300
-1.1933068923330473E-6    1.1709462362828778E-6    1.2340692857343956E-6    300
-8.775277709644084E-7     1.048954448074609E-6     1.2906547935015236E-6    301.8407586271505
-1.1039629564041269E-6    1.0700421450327315E-6    1.5389659429411592E-6    300
-2.8412647098406265E-7    4.549819285980526E-7     4.6255879901398993E-7    327.9900091407289
-4.022062336501521E-7     1.480310790260963E-6     0                        303.96721500770957
-5.850679206396727E-7     1.14982990210333E-6      0                        307.7191936035044
-4.5480681845797735E-7    1.2760027070179396E-6    1.7841699334783273E-7    306.4637868021621
-2.613381483379428E-7     1.1184040929931605E-6    0                        310.52414364691634
-3.8144501286279986E-7    7.241363099444959E-7     4.453606007756408E-7     316.9854965327488
-2.497130059701916E-7     8.532976678262417E-7     2.82957991428003E-7      316.53434209849274
-3.228056357039979E-7     1.0725746739082603E-6    1.857449182930844E-7     310.8957884909684
-6.526034278684402E-7     1.4488444950251145E-6    3.2121865251138613E-7    302.9912587973574
-6.942856822925747E-7     1.1583704296561505E-6    2.51552413195326E-7      306.38979282543636
-4.790328900118759E-7     1.0196273053317477E-6    2.5947886611328346E-7    310.4941146576812
-1.3748661202517518E-7    1.6382876812357883E-6    0                        302.5920873585729
-3.6410058259726874E-7    1.8545971895517722E-6    0                        300
-3.44259705099572E-7      1.5682716766116902E-6    2.694224348169713E-7     302.87252450866896
-5.574073008972856E-7     1.7968771544629198E-6    2.5289128423941014E-7    300
-7.112394032207973E-7     1.7112969525976347E-6    5.195136693282471E-7     300
-6.984275364717243E-7     1.413442771697724E-6     6.330970506364647E-7     302.4339066278498
-4.825852334426604E-7     1.5632484675242849E-6    5.095823798623106E-7     302.10892147056427
0                         1.8900000000000001E-6    0                        300
-2.513539151582356E-7     1.8662222034515336E-6    2.2633240486306048E-7    300
1.1700955283108646E-6     -1.4749294382140426E-7   0                        309.9025328368154
1.0683269886347234E-6     -1.7762033901059523E-7   1.9373998770108638E-7    311.7702275858661
1.0147700737069851E-6     1.775409772214397E-8     0                        313.8859922345905
6.3E-7                    0                        0                        330.02851556714637
1.5911814078812108E-6     -8.255869895207325E-7    8.38421007547302E-7      300
1.7056721648204797E-7     -1.7056721648204797E-7   8.147875506371828E-7     323.15980610174387
1.7341307245591992E-7     -3.8644000902339795E-7   8.859774506178423E-7     317.348255017989
4.1481108141859193E-7     -4.159179939402762E-7    7.8042430382786E-7       316.8676074281246
4.549819285875846E-7      -2.8412647097144594E-7   4.6255879904936065E-7    328.12149468468493
5.866819650986614E-7      -4.419012193853786E-7    4.951007564276482E-7     318.98843872343537
3.2115287394635283E-7     -1.7260487926506373E-7   7.19289954699345E-7      324.2544362908239
7.527484958284207E-7      -1.9252573881544133E-7   4.5434094306931E-7       318.2648688219825
5.876588239672114E-7      0                        3.1788666161422605E-7    329.7324359383166
8.203811248064483E-7      -7.807808454643437E-8    2.580572110679151E-7     319.04076684600017
5.716790492567483E-7      2.144271162098708E-7     2.1735682618828702E-7    329.83907505119083
1.5837615526989545E-6     -3.535493583109353E-7    3.167268908482649E-7     302.61204240255825
1.2971126798353509E-6     -2.180888731126928E-7    2.3475738421763207E-7    307.0263720936692
1.3209414802508988E-6     7.416205400524193E-8     0                        307.1731717050867
1.469306782372576E-6      -6.474634293747626E-7    6.814983040961039E-7     302.01204098511704
1.3264087824182996E-6     -7.298578831084626E-7    9.537871129033822E-7     302.01650869643714
1.7114896631598206E-6     -5.649224711317707E-7    7.966058245045757E-7     300
1.5789791724891809E-6     1.177256450311271E-7     0                        303.33959334315284
1.560360434140744E-6      -4.013288766539173E-9    2.490686557808841E-7     303.4596560403361
1.5573281507100907E-6     -3.2202579095465463E-7   6.717692897618663E-7     302.1952264219472
1.820813616945086E-6      -3.27207898197227E-7     5.416259012097075E-7     300
1.6660956247665278E-6     -1.2861300407578052E-7   4.927332286352962E-7     301.78105038813436
1.8656891465677096E-6     2.5370311963309036E-7    2.2978233508488253E-7    300
1.8545972736530204E-6     3.641001542164926E-7     0                        300
1.872604770591068E-6      0                        3.581685296918494E-7     300
3.215458565732912E-7      -8.022209788922863E-7    2.353145455717829E-6     300
3.155987225366924E-7      -6.4647592858809E-7      2.0821110881683854E-6    301.17883742830423
2.0137971527710767E-7     -4.583483770710256E-7    2.314148053056835E-6     300.6885626929325
2.2234972441357165E-7     -5.503962623350828E-7    2.512102730133289E-6     300
1.445574919159869E-6      -9.069560112806266E-7    1.1372309068644907E-6    300
4.6495136653011697E-7     -7.979560063184562E-7    1.8638265419028021E-6    301.5327596996713
7.033349431787821E-7      -8.418049719774607E-7    1.8176304083680237E-6    301.08992013553336
6.452296646745137E-7      -8.981929598449535E-7    2.1457155100221455E-6    300
8.907681954979949E-7      -9.104001518786115E-7    1.9548951448308803E-6    300
1.2984225234486022E-6     -9.03527613713771E-7     1.4480608176598808E-6    300
1.2204588381264942E-6     -6.497532692130344E-7    1.2012354860482601E-6    302.1123629009216
8.944082380712097E-7      -8.429846550632112E-7    1.4700929660424694E-6    301.9388354014009
1.1007681535555942E-6     -9.126540406245739E-7    1.7302731765616992E-6    300
-3.778795344548143E-7     1.3798611561158047E-7    1.0169848049598189E-6    314.1600959986525
-1.6529945147999666E-7    -2.991477259616384E-8    9.980823273016422E-7     316.90131737401225
-1.7056721648202497E-7    1.7056721648202497E-7    8.147875506372011E-7     322.8567807167123
0                         0                        8.82E-7                  322.02527542747123
-6.967419400233354E-8     -5.1307808036159754E-8   1.1584208949369747E-6    312.8130751893588
5.464064211965335E-7      3.13592128045676E-7      0                        330.2798618341181
6.464045481816961E-7      6.492213255986449E-7     0                        316.84707861582143
3.1360261861135505E-7     5.46400400337921E-7      0                        330.11164335999734
4.333700472130634E-7      4.276821618926065E-7     2.2651623856079426E-7    329.8008962707
0                         5.87658823967221E-7      3.17886661614191E-7      329.71533313865285
2.386750269399661E-7      8.301289760996826E-7     0                        318.69400339703856
2.1650767487556383E-7     5.734593487217798E-7     2.036930339599175E-7     329.94793602033576
3.308501507503911E-8      8.511193234151501E-7     2.455703469020469E-7     318.10172566619826
-9.209416216717219E-8     1.0617480150917383E-6    1.946418656106977E-7     312.14002646718177
3.9067998264616304E-8     9.844128336676126E-7     0                        314.7002929644055
-4.860074008736943E-8     1.3198108630385101E-6    0                        307.1881685487673
3.6667775952430526E-7     1.172823679642072E-6     0                        308.88712167088937
2.3092621930625936E-7     1.0103372540588357E-6    2.463671968907682E-7     312.6788587899431
7.457179004006153E-7      9.760854752328161E-7     0                        308.90440008161625
4.83404832350443E-7       8.217238150637543E-7     0                        315.6982365640234
4.7566422051072515E-7     1.0376898205339443E-6    1.8370408978680678E-7    310.4521257159038
-5.503962489542932E-7     2.223496975312134E-7     2.512102740543039E-6     300
-8.022212214228602E-7     3.215458262340426E-7     2.3531453017863886E-6    300
5.679648548058493E-7      -6.857117186172028E-7    2.066782204185604E-6     300.8180828987787
1.1078437114508727E-6     -6.494760750241809E-7    1.4555687278531293E-6    301.6777384159495
9.685057137819592E-7      -6.54327543475416E-7     1.7215214331265112E-6    301.1696975111011
1.4329496350110182E-7     -1.9925378714429864E-7   1.1052040385186513E-6    313.40944373764427
2.412199180460515E-7      0                        8.147867105789647E-7     323.342914504423
0                         -3.5460937544457115E-7   2.5990094807887085E-6    300
-7.427099482846214E-8     -1.7040923506103987E-7   2.3486764106171264E-6    300.8412562142712
2.507479614439302E-7      -2.507479614439302E-7    2.599009003935984E-6     300
1.0512648574585162E-7     -2.5503243169935694E-7   2.2937520992159357E-6    300.98910989511035
-5.261178446145087E-7     3.766096780329582E-7     2.1442701614285318E-6    301.0812319211063
-1.7015388075911584E-7    4.772505524647309E-8     2.3969873843740392E-6    300.6776303983718
0                         0                        2.6459999999999997E-6    300
-3.403208884328886E-7     2.4208103692882087E-7    2.332248298858898E-6     300.7220817276447
-2.5074786388335327E-7    2.5074786388335327E-7    2.599009040832891E-6     300
-1.726048792588917E-7     3.211528739483353E-7     7.192899547005133E-7     325.41828137156295
-4.217932899468219E-7     3.850810031584301E-7     8.409543125857066E-7     315.7934033873218
0                         4.5547445231175677E-7    6.093507411640673E-7     326.63404776089465
-9.634454575120549E-8     5.227504595059449E-7     7.724678557133952E-7     318.4842882675121
0                         2.412199180459951E-7     8.147867105789975E-7     323.33155165566626
-1.9208160639263179E-7    4.3129732350004625E-7    9.856860915866302E-7     314.06379500688223
-8.249483149927247E-7     1.5908874596622548E-6    8.407432674894771E-7     300
-8.260387037743794E-7     1.3318154774072552E-6    9.0123856573806E-7       301.721308486909
-8.559222791864565E-7     9.145236825951047E-7     1.5453567158158516E-6    301.4760051937019
-9.35833716864942E-7      6.843017312943968E-7     1.7498958325316458E-6    301.1000212119216
-8.261259335382147E-7     4.445741397268843E-7     1.970112899832535E-6     301.04373868734154
-8.981943181895008E-7     6.452308926367242E-7     2.1457136718211626E-6    300
-9.104406683496797E-7     8.909326964505923E-7     1.954711224408383E-6     300
-9.059960604748373E-7     1.445714909362203E-6     1.138381261675431E-6     300
-9.67716011815974E-7      9.429441812422337E-7     1.0648907879496852E-6    302.9807327704
-6.43308874038142E-7      1.4347654020025107E-6    9.289396599686408E-7     301.590319568513
-9.127037207801269E-7     1.1008022152049684E-6    1.7301793392896974E-6    300
-7.24774081740302E-7      1.127435751783509E-6     1.4727291837010633E-6    301.28120656916053
-9.035461098347463E-7     1.2983612559851242E-6    1.448145867536859E-6     300
-6.788618511363774E-7     1.2902829077031967E-6    1.1915504108832697E-6    301.5907569154014
-1.8920217533762405E-7    1.2957632855577005E-6    2.1962393991305625E-7    307.1315412066299
-3.943466250142293E-8     1.5857302866433396E-6    2.7726796738861986E-7    303.0927786645497
1.7660615905039638E-7     1.5634246483058274E-6    0                        303.46315874866
-1.421580733975979E-7     7.863803531890509E-7     5.709870592729599E-7     315.80055560265083
-5.577962950175687E-7     1.711463454317575E-6     8.064973838073197E-7     300
-3.181651670593033E-7     1.8213119643576567E-6    5.48852952727091E-7      300
-2.190812957059435E-7     1.5613683312904918E-6    6.156301953302538E-7     302.48352687775156
3.640850426543267E-7      1.8546002478770795E-6    0                        300
2.2462638153126629E-7     1.8690094649565963E-6    2.3612571418789565E-7    300
0                         1.8726047836408367E-6    3.58168395965286E-7      300
4.341006733770031E-7      7.278350981276666E-7     2.2890040804293564E-7    318.4268277004466
1.1574374282022392E-6     2.372047573806217E-7     0                        309.8471982922839
1.2045590792729229E-6     7.119493684966876E-8     2.2124871788703628E-7    309.0112733882806
1.3697099590921292E-6     1.9694092976978915E-7    1.7687795744060828E-7    306.02336919753895
9.292653172802008E-7      1.5072490920294474E-7    2.5496165058318335E-7    315.2374766444365
9.01586160105522E-7       2.5341077822681245E-7    0                        316.2238753903884
7.582383275008393E-7      3.28782976048854E-7      1.8006213134182154E-7    319.49148977109064
8.20795597542686E-7       4.865263085505797E-7     0                        315.6304585961363
5.975335346311243E-7      4.328913376926967E-7     3.74339886106051E-7      320.79509629260804
1.4006851160670882E-7     6.530540221037102E-7     5.847207650829553E-7     319.35190064649674
2.7236103123287156E-7     4.484016926483438E-7     4.883078596171669E-7     327.45557455666034
6.839566213800043E-7      8.444454549957118E-7     2.0681234392127553E-7    311.6155910515718
8.978135620393281E-7      6.920551497284767E-7     0                        310.88901564160363
7.286491893290053E-7      1.368922487989757E-6     0                        303.7566433356321
7.465750666970148E-7      5.609349468184341E-7     2.0912197246656082E-7    315.6901971105301
9.741904074345732E-7      4.46267043054241E-7      1.5910891855094858E-7    312.144183884898
1.1223123478414593E-6     5.243128012877741E-7     0                        308.70361244361095
1.2024499697959156E-6     4.099795909667091E-7     2.0087960858541887E-7    307.86405339631716
1.464469967356102E-6      3.9220750515835497E-7    0                        304.2161924826841
9.83609631332137E-7       1.2249211596752366E-6    0                        303.49611939952393
8.718873335746096E-7      1.0656435071435987E-6    1.9113506442884983E-7    306.1057302050891
9.594772114733414E-7      8.108187609307358E-7     2.406579620524699E-7     308.01472823162186
1.1526762107025002E-6     6.682804542394782E-7     1.6918016159114206E-7    306.85698805647087
1.3815954137685507E-6     7.016929099214204E-7     0                        303.7693267576984
1.168604356106532E-6      9.091134665720988E-7     0                        304.7003146023894
1.6311675454733231E-6     -5.777468071368653E-7    1.064000981323738E-6     300
4.064297834947395E-7      -1.916056092393934E-7    1.0109827000333721E-6    313.74089883103966
7.016980768259314E-7      1.4556055120354866E-7    4.965023949180438E-7     319.48070572997153
4.554744523118594E-7      0                        6.09350741163917E-7      326.0793543300455
4.864114591196913E-7      2.3675235312587194E-7    4.5203356382438415E-7    327.9206206070725
6.400939126781443E-7      -2.0281945578119296E-7   7.630601914318215E-7     315.4261735867074
3.6074472676616055E-7     1.9604730068670413E-7    6.68972531639062E-7      325.94992712646393
4.450817767969142E-7      1.0168482708717983E-7    8.745327563948343E-7     317.1040003899036
1.705682399006791E-7      1.705682399006791E-7     8.147867108058173E-7     323.168004061899
1.5461307576141736E-6     2.969308593884335E-7     3.0362771341346594E-7    303.20363355256154
1.5054702725454934E-6     -3.4390726010645126E-7   9.369650505374158E-7     301.8095987255446
1.7465408789753267E-6     -3.153876612003533E-7    9.097044240917521E-7     300
1.6415503501669068E-6     1.0097431100597304E-7    5.150735822324206E-7     302.01365257935106
1.8201123601261896E-6     0                        7.128887410523697E-7     300
1.5400491118158126E-6     -2.5998537717041228E-8   7.967547102104238E-7     302.3087518427044
1.747345056506277E-6      7.203368366247537E-7     0                        300
1.7998416034940152E-6     5.464943760641274E-7     2.582007640466081E-7     300
1.8201489762940288E-6     3.281652302148658E-7     5.448595783472033E-7     300
4.902326846715892E-7      -4.914181870223483E-7    2.461086946345654E-6     300
3.224431847552609E-7      -1.8085765588599642E-7   2.3363731869558167E-6    300.75523442231867
6.491497718823323E-7      -6.482163582866705E-7    2.3133999757864563E-6    300
4.913721321998098E-7      -4.0627308343277275E-7   2.2208283284470337E-6    300.8103872406624
1.4978797887669433E-6     -6.122089284917374E-7    1.367174633287881E-6     300
1.2996661363103952E-6     -4.4059956196681247E-7   1.3598040101404862E-6    301.52913410600655
7.655212417141189E-7      -6.173182232050162E-7    1.8789543842140747E-6    301.262230837764
8.84913043815266E-7       -6.405475064748243E-7    2.159237476933835E-6     300
1.1169967622280862E-6     -6.462799824773936E-7    1.933186803737586E-6     300
1.3253791132758513E-6     -6.364056964497223E-7    1.6626778615872005E-6    300
-8.155367735297154E-8     2.2858826912283193E-7    1.077749808042942E-6     314.1143054083669
1.691176522676898E-7      3.5163889161518806E-7    6.924685168340934E-7     324.964755073389
1.0719159913863265E-7     3.314162464965697E-7     9.342619133038898E-7     317.06544755311006
9.07955407861531E-8       1.2054800699628195E-7    1.0207455839243174E-6    316.2695999374419
3.045319223358591E-7      1.3137012763293073E-7    1.1033593429337858E-6    312.8442070364672
4.0933194075183144E-7     6.518218837525559E-7     4.641345314152535E-7     318.3043322240165
2.080678961344306E-7      8.49049197239098E-7      4.558134387532601E-7     315.3376506668103
1.293477633127935E-7      1.2542635791112306E-6    2.6355568937050745E-7    307.87496721966914
4.861445404766578E-7      1.568115596562923E-6     0                        302.62527524537467
2.750834464434554E-7      1.4207852220329608E-6    2.350485637549574E-7     304.9812163916755
5.176354206244862E-7      1.3418946543228806E-6    2.516418548665647E-7     305.07908767478153
6.064023552096952E-7      1.125085140294855E-6     3.324680087290309E-7     307.35945831485236
2.958025587913507E-7      3.5100815428206196E-7    9.218435885763252E-7     315.7610976808747
1.5642696056539676E-7     5.442490328718996E-7     7.836266515356607E-7     317.29899649414085
-4.914182082396918E-7     4.902328691773201E-7     2.46108686600733E-6      300
-5.423844488797013E-7     5.877631747014996E-7     1.981823413266507E-6     301.3978233925525
-6.48215709338467E-7      6.491505499220473E-7     2.313399904274519E-6     300
7.333740244533311E-7      -3.913030774196873E-7    2.0697314074098017E-6    300.9581021448737
1.1433902425644783E-6     -3.775975972598787E-7    1.6875456050472203E-6    301.1447531227939
5.466616687722236E-7      -2.2469618696702033E-7   2.513291543211212E-6     300
1.2460566151499496E-7     1.0101779879154151E-8    2.4436599004359054E-6    300.5431594096926
3.546129589461713E-7      0                        2.5990085224727234E-6    300
3.981939511685431E-7      6.034753808610497E-8     2.3616458942904453E-6    300.63742696367905
2.507491308426411E-7      2.507491308426411E-7     2.59900856167426E-6      300
-2.9351593863656774E-7    5.332005488232722E-7     2.222617960735669E-6     300.8532252442654
0                         3.546126830031778E-7     2.5990085962669868E-6    300
-4.4037420543275664E-8    3.4001120308348384E-7    2.295581315254602E-6     300.92756697858954
-2.246961851734875E-7     5.466618568289324E-7     2.513291463353857E-6     300
-5.836898839741028E-7     1.6302762802570442E-6    1.060314351492049E-6     300
-3.72269284843001E-7      1.5096649021332375E-6    1.0258509139144082E-6    301.4270413172007
-6.56947489230202E-7      9.436140648583274E-7     1.6695171447347575E-6    301.4711855502083
-6.623146681020251E-7     7.400339871055176E-7     1.8755433270545852E-6    301.2429128419126
-6.405471375726493E-7     8.849138552370985E-7     2.1592370396460704E-6    300
-6.462880569145514E-7     1.1170060082213228E-6    1.9331710418818806E-6    300
-6.104837127695293E-7     1.5003517391542557E-6    1.3633687757571186E-6    300
-4.7374920739842646E-7    1.2369103287001447E-6    1.0845983430869509E-6    303.11533224516626
-6.363501000759262E-7     1.3253881232458791E-6    1.6627054913208668E-6    300
-5.07866571194757E-7      1.2475935813803113E-6    1.387429578712501E-6     301.5790389786843
-4.385878202336236E-7     1.1494700691298992E-6    1.5837813394487978E-6    301.4351444014973
5.3046049801045606E-8     1.676534677034255E-6     5.071510639970642E-7     301.6863030916559
3.1961112253457454E-7     1.6223974855788005E-6    3.575805526511737E-7     302.1986469601116
7.203060062392359E-7      1.747357792602018E-6     0                        300
5.466712548973952E-7      1.7941465242666361E-6    3.2619936468435367E-7    300
-3.1515758803090125E-7    1.7453886489446693E-6    9.141840905034526E-7     300
-4.156116500068891E-7     1.3770661496135964E-6    7.792573233373646E-7     303.3999173397114
0                         1.8201124127849923E-6    7.12888477538491E-7      300
-1.8327534014095594E-7    1.5333404115927204E-6    8.567997376872315E-7     302.07424587437805
2.568495069010599E-7      1.8329745929903255E-6    5.355479862934779E-7     300
6.524548599918424E-7      4.4739674098301623E-7    5.930467296092048E-7     315.5757102194203
4.110649979398765E-7      5.611593198800572E-7     7.217799343981464E-7     315.6513440642223
6.473777571419932E-7      1.5177332616378647E-6    3.954851094592804E-7     302.1790062004539
1.0486858230510618E-6     1.572373378466465E-6     0                        300
8.619727300126121E-7      1.2860198813627462E-6    3.2892912052518224E-7    303.4767254061264
8.971583815028842E-7      1.6506622251707127E-6    2.8868888359520994E-7    300
1.458612543681675E-6      5.937161258498878E-7     3.2173315654588745E-7    303.1685364288015
1.3364192696112261E-6     1.3364443631561271E-6    0                        300
1.1276206429361382E-6     1.1538991825767582E-6    3.4247339041421307E-7    302.68077897116297
1.189461775710794E-6      1.4531362147788404E-6    2.99206647361742E-7      300
1.572353687519271E-6      1.0487153465658563E-6    0                        300
1.3074719582697242E-6     9.114469206776411E-7     3.4648892588293353E-7    302.90093941627134
1.6564187810910482E-6     8.820410872355249E-7     3.142379201677463E-7     300
1.4508822408955803E-6     1.1891237459217987E-6    3.223815476728038E-7     300
1.6399088386645008E-6     -3.243476165835971E-7    1.2345409446404406E-6    300
1.2729675119774791E-6     -4.523042720381271E-7    1.0613348078768295E-6    302.99762668636055
7.025536796486149E-7      2.0480699302153594E-7    7.510382974099214E-7     314.3556908219028
1.7316021541270336E-6     0                        1.0603592805031085E-6    300
1.4932171982705907E-6     -3.1034723032315586E-9   1.0521693992819115E-6    301.8368423146941
1.7570994466007465E-6     2.5276510399707195E-7    9.08179619037518E-7      300
1.4957933538358257E-6     2.5669760035329664E-7    6.484983915576531E-7     303.019314084688
1.7021905595019758E-6     7.091616233085551E-7     5.801764375521487E-7     300
1.4345536512263682E-6     4.878611390153401E-7     5.775113622639447E-7     303.26342034768885
1.7180546908630326E-6     5.272264027596834E-7     8.192337779265226E-7     300
7.928611879931054E-7      -3.2263820868306346E-7   2.3590626140119755E-6    300
5.404497401935881E-7      -1.4646337915233962E-7   2.147591065285235E-6     301.22663227779395
1.495015549183511E-6      -3.3353728236521016E-7   1.550010168477947E-6     300
1.310726003823476E-6      -1.870389843860529E-7    1.1913238556430125E-6    302.60122894086606
1.0823642250645625E-6     -3.291669514366142E-7    2.119618864954107E-6     300
9.126353169466062E-7      -3.7702505253132014E-7   1.7895597789657704E-6    301.6336145259399
