%x,Curve1
0.812425,1.53137
0.960471,1.72814
1.12195,1.93346
1.31028,2.14734
1.48524,2.37833
1.59969,2.54943
1.76781,2.72909
1.93578,2.84886
2.11023,2.88308
2.24427,2.84886
2.43852,2.75475
2.60587,2.63498
2.73969,2.51521
2.88028,2.4211
3.0946,2.30989
3.22853,2.23289
3.41598,2.10456
3.59013,2.01901
3.7241,1.95913
3.87138,1.85646
4.07233,1.76236
4.20635,1.71958
4.40055,1.60837
4.54794,1.54848
